Person,Responsibility,imdbID
Garima,dialogue,tt3802576
Anthony Tambakis,orignal story,tt3802576
Joan Frank Charansonnet,screenplay,tt2064914
Israel Guttierrez Collado,screenplay,tt2064914
Christine Conradt,screenplay,tt3683072
Adam Meyer,story,tt3683072
Michael McCafferty,creator,tt3120324
Emmanuelle Arsan,characters,tt0225609
Daryl Haney,screenplay,tt0225609
Tim McDonald,screenplay,tt0123522
T. Stephan Babiak,screenplay,tt4292184
Michael Pohorly,screenplay,tt4292184
Michael Pohorly,story,tt4292184
Michael Stasyna,screenplay,tt4292184
Edward Taylor,devised by,tt3808948
Jerry Sterner,play,tt0102609
Alvin Sargent,screenplay,tt0102609
Marcel-Étienne Grancher,novel,tt0042470
Marcel-Étienne Grancher,screenplay,tt0042470
Christian Hohoff,contributing writer,tt0072976
Walter Doehner,screenplay,tt0299956
Vicente Leñero,screenplay,tt0299956
Georges Simenon,novel,tt0299956
A.A. Milne,play,tt4426352
HoneyWorks,original creator,tt5889338
Yoshimi Narita,script,tt5889338
Dale Beran,original idea,tt3787854
David Hellman,original idea,tt3787854
Thomas H. Ince,scenario,tt0253951
C. Gardner Sullivan,story,tt0253951
Wolfgang Ebert,play,tt0053471
Connery Chappell,script,tt1732068
Stephanie Iscovitz,story,tt4944018
Kerri Kenny,story,tt4944018
Rian James,story,tt0037685
Thivanka Rukshan Perera,story,tt3854046
Dexter Clay,script writer,tt7705106
Ariel Michael,script writer,tt7705106
Christopher A. Bohjalian,novel,tt2191805
Danny Buday,screenplay,tt2486862
Danny Buday,story,tt2486862
Curtis Pierce,story,tt2486862
Joseph D. Hollabaugh,story,tt5172502
Shez,novel,tt3675236
Keren Yedaya,adaptation,tt3675236
Sue Lange,story,tt1808216
Cláudia Rita Oliveira,screenplay,tt1746244
Martin Caidin,novel,tt0211121
Rollin Hamilton,story,tt1058755
William Nolan,story,tt1058755
Tom Palmer,story,tt1058755
Aris Chatzistefanou,creator,tt5250776
Mark Swan,play,tt0008464
Sunny Menon,script,tt1270102
Hiroshi Kashiwabara,screenplay,tt4426130
Paul Tabori,scenario,tt0439149
Stela Boreva,creator,tt3590708
Mimo Garcia,story,tt3590708
Slava Lessy,character,tt3590708
Nikolay Stanceff,story,tt3590708
Q. David Bowers,book,tt4126354
Oldren Romero,creator,tt3749786
Oldren Romero,story,tt3749786
Jim Treacy,story,tt2354106
Frank H. Young,original screenplay,tt0163265
Patrick Merleau,story,tt2907632
Jeffrey M. Brooks,script consultant,tt1661846
Frantisek Vlácil,screenplay,tt0176150
Leonard Thimo,creator,tt4453966
Jack Mercer,story,tt0035146
Jack Ward,story,tt0035146
Chad Kukahiko,story,tt2620908
Pawel Sasik,story,tt2620908
José Antonio de la Loma,screenplay,tt0067462
José Antonio de la Loma,story,tt0067462
Peta Carney,story,tt3563454
Susan Engel,adaptation,tt4158676
Jillann Olvera,book,tt4158676
Bernard H. Hyman,story,tt0013376
Jonathan Bernstein,screenplay,tt1273678
James Greer,screenplay,tt1273678
Gregory Poirier,screenplay,tt1273678
Jonathan Bernstein,story,tt1273678
James Greer,story,tt1273678
Jon Croker,screenplay,tt2339741
Rafael F. Muñoz,novel,tt0027240
Xavier Villaurrutia,adaptation,tt0027240
Fernando de Fuentes,adaptation,tt0027240
Daniel P. Coughlin,screenplay,tt0996934
Daniel P. Coughlin,story,tt0996934
Jason Hice,screenplay,tt0996934
Samuel Greiner,scenario,tt0329319
Porter Emerson Browne,by,tt0005339
Lee Robinson,story,tt0049931
Chips Rafferty,story,tt0049931
Rex Rienits,adaptation,tt0049931
James Leasor,book,tt0098071
David Reid,additional source material,tt0098071
John E. Gordon,story,tt0041496
George Gramby,screenplay,tt0041496
John E. Gordon,screenplay,tt0041496
Bill Berg,story,tt0052909
Jack Kinney,story,tt0052909
Rebecca Levene,storyline,tt0357633
Mel Mendoza-Del Rosario,screenplay,tt1071213
Arlene Tamayo,screenplay,tt1071213
Mel Mendoza-Del Rosario,story,tt1071213
Elizabeth Vazquez,story,tt3136586
Gene Deitch,adapted by,tt1296556
Maurice Sendak,from the book by,tt1296556
Vince Yap,created by,tt4170984
Claudia Myers,screenplay,tt2093995
Christopher James Miller,script,tt1404646
Jay Simms,original story,tt0052969
Jay Simms,screenplay,tt0052969
Eddie Little,book,tt0127722
Harry Chandlee,titles,tt0017693
Melvin Houston,story,tt0017693
Philippe Grangereau,author,tt1516566
Alexis Marant,author,tt1516566
Laure de Nadaillac,author,tt1516566
Jon Manchip White,story and screenplay,tt0051444
Val Guest,screenplay,tt0051444
Alice Williams,scenario,tt0495438
Julie Hill,autobiography,tt0452622
Nicholas Lapierre,story,tt2120061
Mark Dindal,story by,tt0371606
Mark Kennedy,story by,tt0371606
Steve Bencich,screenplay by,tt0371606
Ron J. Friedman,screenplay by,tt0371606
Ron Anderson,screenplay by,tt0371606
Robert L. Baird,additional story material,tt0371606
Daniel Gerson,additional story material,tt0371606
Sara Parriott,additional screenplay material,tt0371606
Josann McGibbon,additional screenplay material,tt0371606
David Reynolds,additional dialogue,tt0371606
Sandra Tsing Loh,additional dialogue,tt0371606
Shirô Maeda,based on the novel by,tt1632577
Shirô Maeda,screenplay,tt1632577
Akira Toriyama,"original manga ""Dragon Ball""",tt0142240
Takao Koyama,screenplay,tt0142240
Ward Perry,script conformation,tt0142240
Eric Vale,English script,tt0142240
Matt Chaney,English script,tt0142240
Charley Rogers,original story and screen play,tt0029923
Felix Adler,original story and screen play,tt0029923
James Parrott,original story and screen play,tt0029923
Harry Langdon,original story and screen play,tt0029923
Arnold Belgard,original story and screen play,tt0029923
Josef Lorenzo,story,tt4592594
Lajaune Lincoln,screenplay,tt1331112
Javier Lopez-Duprey,creator,tt1382368
Zsuzsa Bíró,screenplay,tt0191849
Péter Gárdos,screenplay,tt0191849
Zsuzsa Tóth,screenplay,tt0191849
Tom Morrison,story,tt0149590
William Addison Lathrop,scenario,tt0327456
Uiva Logoifiti,story,tt3037312
James Oliver Curwood,screenplay,tt0313999
James Oliver Curwood,story,tt0313999
Eliane Juteau,script,tt3781388
Lew Hearn,story,tt0370587
Patrick Vollrath,story,tt4324518
José Fernández Gómez,story,tt0038921
José Antonio Nieves Conde,adaptation,tt0038921
José Antonio Nieves Conde,screenplay,tt0038921
Antonio Pérez Sánchez,adaptation,tt0038921
Eddie Lyons,scenario,tt0334496
Lee Moran,scenario,tt0334496
King Vidor,story,tt0334496
Miyoko Matsutani,novel,tt0061069
Takashi Mitsui,screenplay,tt0061069
Isao Takahata,concept,tt0061069
Kirio Urayama,screenplay,tt0061069
Jordan Gouveia,story,tt3798960
Lemohang Jeremiah Mosese,screenplay,tt3429398
Michael Maltese,story,tt0058707
Chuck Jones,story,tt0058707
Tito Carpi,screenplay,tt0068344
Gustavo Quintana,screenplay,tt0068344
Manda Migliozzi,screenplay,tt0068344
Tito Carpi,story,tt0068344
Antonio Fos,screenplay,tt0068344
Antonio Fos,story,tt0068344
Manda Migliozzi,story,tt0068344
Gustavo Quintana,story,tt0068344
Satyanarayana E.V.V.,story & screenplay,tt1606217
Robert Ardrey,screenplay,tt0036092
Jo Swerling,story,tt0036092
Israel Horovitz,play,tt0117203
Israel Horovitz,screenplay,tt0117203
Elmer Clifton,screenplay,tt0180089
Anita V.M. Robertson,screenplay,tt0180089
Bob Gilbert,story,tt0180089
Christine Nöstlinger,novel,tt0084220
Charles Belden,original screenplay,tt0038340
Gilbert Roland,additional dialogue,tt0038340
O. Henry,character,tt0038340
George Hennessy,scenario,tt0001538
Max Lucado,creator,tt0452022
Jean-François Deniau,novel,tt0118020
Steve Brookes,screenplay,tt1927067
Kieron J. Walsh,screenplay,tt1927067
Dennis Joseph,dialogue,tt4339026
Dennis Joseph,screenplay,tt4339026
Dennis Joseph,story,tt4339026
Phil Bogdan,contributing writer,tt1142575
Bobby Huntley,story,tt6598308
Martin Miehe-Renard,shooting script,tt6437888
Ken Sanders,story,tt1843171
Michal Shipman,story,tt1843171
Christine Conradt,screenplay,tt1843171
Doug Campbell,screenplay,tt1843171
Chrome Cobra,screenplay,tt2422168
Evie Ryland,concept and characters,tt2422168
Ross Newell,deviser,tt1337640
Gregorio Martínez Sierra,play,tt4336858
María Martínez Sierra,play,tt4336858
John Garrett Underhill,translation,tt4336858
Michael Simpson,adapted by,tt3351630
John M. East,concept and script,tt0219912
Jack DeWitt,screenplay,tt0052034
Gordon D. Shirreffs,novel,tt0052034
Ottavio Alessi,screenplay,tt0047822
Ottavio Alessi,story,tt0047822
Leonardo Benvenuti,screenplay,tt0047822
Leonardo Benvenuti,story,tt0047822
Piero De Bernardi,screenplay,tt0047822
Piero De Bernardi,story,tt0047822
Gian Domenico Giagni,screenplay,tt0047822
Gian Domenico Giagni,story,tt0047822
Ugo Guerra,screenplay,tt0047822
Ugo Guerra,story,tt0047822
Franco Rossi,screenplay,tt0047822
Franco Rossi,story,tt0047822
Lloyd A. Simandl,story,tt0130652
John Ogis,screenplay,tt0130652
A.E.W. Mason,novel,tt0256173
Kinchen Wood,scenario,tt0256173
Nat Moss,screenplay,tt0497316
Alfredo Rodriguez de Villa,based on an original story by,tt0497316
J.M. Barrie,play,tt0012398
Arthur Conan Doyle,novel,tt0086333
Igor Maslennikov,screenplay,tt0086333
Yana Toboso,manga,tt2630336
George McManus,comic strip,tt0347628
Bob Clark,characters,tt0089826
Aaron Lindquist,screenplay,tt0374841
Aaron Lindquist,story,tt0374841
Bozenna Intrator,screenplay,tt5070062
David S. Ward,screenplay,tt5070062
Bozenna Intrator,story,tt5070062
Zbigniew John Raczynski,original idea,tt5070062
Edward Lee,contributing writer,tt5070062
Emmanuel H. Borlaza,screenplay,tt1052006
Gilda Olvidado,story,tt1052006
Gina Marissa Tagasa,screenplay,tt1052006
Pedro Gil Paradela,screenplay,tt0079518
Pedro Gil Paradela,story,tt0079518
Andrés Velasco,screenplay,tt0079518
Andrés Velasco,story,tt0079518
Mohamed Bennis,dialogue,tt0227983
Mike Kersjes,book,tt2100380
Joe Layden,book,tt2100380
Thomas Rickman,teleplay,tt2100380
Oliver H.P. Garrett,screenplay,tt0031761
Arthur Arent,play,tt0031761
Dudley Murphy,adaptation,tt0031761
Rod Davis,screenplay,tt0222269
Rod Davis,story,tt0222269
Jim Gaines,screenplay,tt0222269
Christine Stoddard,story,tt1530914
Romain Gavras,scenario and dialogue,tt1651328
Karim Boukercha,scenario and dialogue,tt1651328
José Bolaños,story,tt0060999
Ernesto Gastaldi,screenplay,tt0069073
Ernesto Gastaldi,story,tt0069073
Chuck Blore,teleplay,tt0272210
Wendy Dale,teleplay,tt0272210
Bill Hillier,story,tt0272210
Bruce Lansky,book,tt0272210
Stephen Carpenter,book,tt0272210
Charles Dickens,novel,tt0011404
Don Roos,screenplay,tt1032825
Ayelet Waldman,novel,tt1032825
Jim Fisher,story,tt0103161
Jim Staahl,story,tt0103161
Jim Fisher,screenplay,tt0103161
Jim Staahl,screenplay,tt0103161
Ethan Reiff,screenplay,tt0103161
Cyrus Voris,screenplay,tt0103161
Maggie Siggins,book,tt0097788
Luca Redavid,story,tt2124073
Robert Remy,screenplay,tt1781829
Hai-Feng Wei,screenplay,tt0076048
Clara Beranger,scenario,tt0008842
Horace Hazeltine,story,tt0008842
Keith Glickman,screenplay,tt5698234
Shera Kaan-Lilly,screenplay,tt5698234
Eddie Mariano,screenplay,tt5698234
Edwin Mariano,screenplay,tt5698234
Ron Richman,story editor,tt5698234
Sc Durkin,story,tt4537174
Eric S. Filson,screenplay,tt1059897
Jeremy N. Fisher,screenplay,tt1059897
Henry Barakat,scenario,tt0342578
Yussef Issa,dialogue,tt0342578
John W. Dunn,story,tt0059898
Rob Kerchner,story,tt0114795
Bryan Casey,original screenplay,tt4572496
Eric Hill,creator,tt1764607
David McKee,story,tt1764607
Gracie P. Aylward,series creator,tt1117966
Henry Oyen,story,tt0238923
J.R. Black,novel,tt0117613
Koushun Takami,characters,tt0338763
Roland Pertwee,dialogue,tt0025564
Roland Pertwee,play,tt0025564
John Hastings Turner,dialogue,tt0025564
John Hastings Turner,play,tt0025564
Lawrence Fleischer,story,tt0164660
Harry Dittmar,adaptation,tt0019428
Harry Dittmar,screenplay,tt0019428
Jack London,story,tt0019428
Leslie Mason,titles,tt0019428
Valerie Buhagiar,screenplay,tt0107789
Valerie Buhagiar,story,tt0107789
Kevin Smith,"creator: ""Clerks""",tt0433537
Roger MacDougall,play,tt4415502
John Sheridan,idea,tt0928375
Joe Condren,idea,tt0928375
Brendan Foley,idea,tt0928375
Alesha Dixon,concept,tt1566418
Akram Khan,screenplay,tt4676136
Akram Khan,story,tt4676136
Salvador Valverde Calvo,screenplay,tt0295955
Salvador Valverde Freire,screenplay,tt0295955
Robert N. Bradbury,scenario,tt0213011
Frank Howard Clark,scenario,tt0213011
Jim Henson,based on,tt2281587
Herman A. Blackman,story,tt1534382
Stephanie Kimmel,screenwriter,tt5716910
Kathy Krantz,screenwriter,tt5716910
Liam Moiser,book,tt5716910
Richard Hammer,book,tt0109258
Lorna Graham,introduction only,tt0405455
Till Beckmann,screenplay,tt4830708
Nils Beckmann,screenplay,tt4830708
Adolf Winkelmann,screenplay,tt4830708
Ralf Rothmann,novel,tt4830708
Charlie Brown,screenplay,tt1241701
Tony Findlay,story,tt1691344
Howard Jackson,screenplay,tt1691344
John W. Dunn,story,tt0170396
Simone Lenzi,novel,tt2290789
Paolo Virzì,screenplay,tt2290789
Francesco Bruni,screenplay,tt2290789
Simone Lenzi,screenplay,tt2290789
Roberta Marie Munroe,story and written by,tt1276396
Jean-François Halin,scenario,tt0464913
Jean Bruce,novel,tt0464913
Jean-François Halin,adaptation,tt0464913
Michel Hazanavicius,adaptation,tt0464913
G. Ashford,novel,tt0273443
Michael Kehlmann,teleplay,tt0273443
Carl Merz,teleplay,tt0273443
John McNulty,screenplay,tt0039346
Francis Edward Faragoh,screenplay,tt0039346
Anne Froelich,screenplay,tt0039346
John McNulty,"story ""The Third Avenue Stories""",tt0039346
Andy Roski,screenplay,tt1462585
Marie-Claire Blais,novel,tt0463287
T.E.B. Clarke,original screenplay,tt0047390
Jean-Pierre Feydeau,scenario,tt0444277
Claudia Fucigna,story,tt3883846
Yoomi Kim,story,tt4867178
Walter Scheff,novel,tt0023077
Walter Scheff,screenplay,tt0023077
E. Lynn Summers,story,tt1228918
Hector Berlioz,libretto,tt0780509
Shlomo Hazan,documentary script,tt1535571
Fredric Dannen,based upon an article by,tt1396523
Amrit Oberoi,screenplay,tt5377028
Amrit Oberoi,story,tt5377028
Varunn Pandya,screenplay,tt5377028
Varunn Pandya,story,tt5377028
Yûsuke Kishi,novel,tt1193490
Young-jong Lee,screenplay,tt1193490
Daniel F. Whitcomb,scenario,tt0009313
Sean Foster,screenplay,tt4216618
Jaiden Vu,characters,tt4216618
Diego Cagahastian,story,tt0474928
Raoul Walsh,screenplay,tt0009041
Raoul Walsh,story,tt0009041
Alexandra Golovina,screenplay,tt2172090
Andrew Jones,creator,tt0295279
Scottie Madden,creator,tt0295279
Larry Montz,creator,tt0295279
Daena Smoller,creator,tt0295279
Jose Jh. Joyette,story,tt1466485
William McGregor,screenplay,tt1469301
Sam Heasman,screenplay,tt1469301
Samuil Marshak,poem,tt0146357
Mario Mercier,original scenario,tt0071967
Lester Velie,articles,tt0050424
Harry Kleiner,story and screenplay,tt0050424
Paul Despins,story,tt3465598
Michael Sidebotham,story,tt3465598
Robert Dillon,story,tt0021527
Christopher J. Nowak,creator,tt1834827
Graham Greene,novel,tt0085236
Christopher Hampton,screenplay,tt0085236
Jett Steiger,story,tt1489967
Edward Ludwig,story,tt0344408
Derek Phillips,story,tt4085482
Jacob Conn,story,tt0024035
Adrian Johnson,continuity,tt0024035
Adrian Johnson,dialogue,tt0024035
Olga Printzlau,scenario,tt0321535
Neil Ewart,story,tt0216086
W. Mark Dendy,story,tt2858244
Jasmine Brooke White,story,tt2215294
Dorrell McGowan,original screenplay,tt0151123
Stuart E. McGowan,original screenplay,tt0151123
Joel Morgan,script,tt2566906
Francesco Costa,novel,tt0259729
Andrew J. Ceperley,screenplay,tt1547044
Marc A. Dole,creator,tt1225287
Matt Ducharme,creator,tt1225287
J. Zachary Pike,creator,tt1225287
Hiroshi Yada,story,tt0440427
Gregory McDonald,novel,tt0118768
Paul McCudden,screenplay,tt0118768
Johnny Depp,screenplay,tt0118768
D.P. Depp,screenplay,tt0118768
Thomas Bidegain,collaboration,tt4632440
Giovanni Lista,novel,tt4632440
Stéphanie Di Giusto,adaptation,tt4632440
Stéphanie Di Giusto,dialogue,tt4632440
Stéphanie Di Giusto,screenplay,tt4632440
Sarah Thibau,adaptation,tt4632440
Sarah Thibau,dialogue,tt4632440
Sarah Thibau,screenplay,tt4632440
Henry Farrell,from the novel by,tt0056687
Lukas Heller,screenplay,tt0056687
Marie Corelli,novel,tt0346048
Rowland Talbot,scenario,tt0346048
Albert S. Ruddy,story,tt0109198
Charles Finch,story,tt0109198
Gray Frederickson,story,tt0109198
Ken Friedman,screenplay,tt0109198
Yolande Turner,screenplay,tt0109198
Jean-Paul Salomé,scenario,tt0373690
Laurent Vachaud,scenario,tt0373690
Maurice Leblanc,novel,tt0373690
Nicolas Saada,script collaborator,tt0373690
Wolfgang Bretholz,teleplay,tt0377894
Hermann Kugelstadt,teleplay,tt0377894
Sidney Smith,comic strip,tt0003233
Sidney Smith,screenplay,tt0003233
Kristen Rutherford,head writer,tt1323566
H. Tipton Steck,screenplay,tt0008000
H. Tipton Steck,story,tt0008000
Jane Rule,novel,tt0089015
Dirk K. van den Berg,story,tt0286930
Kenyon Nicholson,story,tt0248458
Colin Clements,adaptation,tt0248458
Stephen Spender,story,tt0040363
Frank Murray,story,tt0280218
Samuel Tuthill,screenplay,tt1754705
Hal Yates,original screenplay,tt0126370
Elwood Ullman,original screenplay,tt0126370
Geoff Whitney,story,tt4484624
John Tegan,screenwriter,tt1320284
Marcello Orano,screenplay,tt0029534
Marcello Orano,story,tt0029534
Sandro Sandri,story,tt0029534
Wyndham Martin,story,tt0013049
Boaz Yakin,screenplay,tt0473075
Doug Miro,screenplay,tt0473075
Carlo Bernard,screenplay,tt0473075
Jordan Mechner,screen story,tt0473075
Jordan Mechner,"video game series ""Prince of Persia""",tt0473075
Sergey Kaluzhanov,participation,tt1666169
Irina Pivovarova,participation,tt1666169
Richard F. Outcault,cartoon,tt0356654
Frank Howard Clark,story,tt0017803
Melanie Case,screenwriter,tt1554452
Jay Chou,story,tt1037850
Thomas J. Crizer,story,tt0019444
Grover Jones,story,tt0019444
Herman J. Mankiewicz,titles,tt0019444
Harlan Thompson,story,tt0019444
Suhrid Kar,story,tt0056052
Ramesh Pant,dialogue,tt0056052
Ramesh Pant,screenplay,tt0056052
George Hively,scenario,tt0346788
George Hively,story,tt0346788
Michael Booth,screenplay,tt4379746
Maude Fulton,dialogue,tt0021210
George F. Worts,story,tt0021210
Vanessa R. Valdez,story,tt3008034
Vanessa R. Valdez,screenplay,tt3008034
Jose Javier Reyes,based on an original screenplay,tt3008034
Charlene Wang,story,tt3353142
Taishi Muramoto,screenplay,tt5729594
Kyôko Inukai,screenplay,tt5729594
Jean-Pierre Mocky,screenplay,tt0071940
Alain Moury,screenplay,tt0071940
André Ruellan,screenplay,tt0071940
Matti Ijäs,screenplay,tt0195855
Joni Skiftesvik,short story,tt0195855
Timo Torikka,screenplay,tt0195855
Slavik Bihun,original idea,tt3746274
Jules Verne,book,tt0306206
Gertrude Tonkonogy,play,tt0024664
Vjekoslav Majer,"story ""Iz dnevnika malog Perice""",tt0066461
Jeffrey Gee Chin,screenplay,tt1756394
Nick John Friesen,dialogue,tt1756394
Thomas Petz,contribution,tt0163054
Fei Lam,screenplay,tt0246131
Yi-hsiao Wu,story,tt0246131
Fulton Oursler,novel,tt0024079
Matthieu Delaporte,scenario,tt4080672
Alexandre de La Patellière,scenario,tt4080672
Guillaume Clicquot de Mentque,original idea,tt4080672
Jérôme Fansten,collaboration,tt4080672
John Briley,screenplay,tt0069110
Jackson Forrest,screenplay,tt0153598
Sang-gi Lee,screenplay,tt1232106
Anji Badam,dialogue,tt5170990
Harishreddy Medagam,story,tt5170990
Dave Monahan,story,tt0034977
Lauren Faust,"television series: ""My Little Pony: Friendship is Magic""",tt2908228
Shailla Quadra,story,tt2096483
Zora Howard,poetry,tt1525838
J.P. Willie,screenplay,tt7527656
Shadi Ben Khalifa,screenplay,tt3676760
Stéphane Guérout,original idea,tt3676760
Stéphane Guérout,screenplay,tt3676760
Harold McGrath,novel,tt0011421
Rory Bresnihan,screenplay,tt1312115
Fernando Sorrentino,short story,tt1312115
